epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,308.237,2.28958,2.7952,1.7704,0.00178,0.05123,0.00012,2e-05,3.53289,3.81918,3.13702,0.00032,0.00032,0.00032
2,577.292,1.50251,1.24763,1.18116,0.00163,0.04696,7e-05,2e-05,3.66308,3.93828,3.10744,0.0006303,0.0006303,0.0006303
